,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,auc,f1,sensitivity,specificity,accuracy
Outer 760 - Inner 5,75,6,2,0.8405213493925003,16,True,0.7962538226299694,0.5106382978723404,0.5,0.8990825688073395,0.8270676691729323
Outer 761 - Inner 0,75,5,2,0.6789019599228852,27,True,0.7813455657492354,0.4186046511627907,0.375,0.908256880733945,0.8120300751879699
Outer 761 - Inner 1,49,9,2,0.7715706911971333,19,True,0.7622324159021406,0.39999999999999997,0.375,0.8899082568807339,0.7969924812030075
Outer 761 - Inner 2,33,7,1,0.9929465637835473,15,True,0.7274464831804281,0.2926829268292683,0.25,0.8990825688073395,0.7819548872180451
Outer 761 - Inner 3,65,6,2,0.6567656734282947,11,True,0.7672018348623852,0.31818181818181823,0.2916666666666667,0.8807339449541285,0.7744360902255639
Outer 761 - Inner 4,65,4,1,0.8233336059725508,25,True,0.7429281345565751,0.35000000000000003,0.2916666666666667,0.9174311926605505,0.8045112781954887
Outer 761 - Inner 5,44,2,2,0.6567640027303105,8,True,0.8367737003058104,0.425531914893617,0.4166666666666667,0.8807339449541285,0.7969924812030075
Outer 762 - Inner 0,33,5,1,0.540305734477698,15,True,0.8228211009174312,0.4782608695652174,0.4583333333333333,0.8990825688073395,0.8195488721804511
Outer 762 - Inner 1,69,2,2,0.9998365816498218,21,True,0.8102064220183486,0.45,0.375,0.9357798165137615,0.8345864661654135
Outer 762 - Inner 2,48,2,2,0.513510679103966,30,True,0.852446483180428,0.5581395348837209,0.5,0.9357798165137615,0.8571428571428571
Outer 762 - Inner 3,40,3,2,0.970197193853245,10,True,0.7622324159021407,0.6,0.5,0.963302752293578,0.8796992481203008
Outer 762 - Inner 4,61,8,4,0.7915847002119037,12,True,0.8241590214067278,0.5106382978723404,0.5,0.8990825688073395,0.8270676691729323
Outer 762 - Inner 5,56,5,1,0.8717303869909347,28,True,0.8241590214067278,0.4736842105263159,0.375,0.9541284403669725,0.849624060150376
Outer 763 - Inner 0,41,6,4,0.9085021314820695,16,True,0.7385321100917431,0.3913043478260869,0.375,0.8807339449541285,0.7894736842105263
Outer 763 - Inner 1,24,6,1,0.6886647137410544,17,True,0.6951452599388379,0.4444444444444444,0.3333333333333333,0.963302752293578,0.849624060150376
